Corpus Christi has a warm, humid climate.	科珀斯克里斯蒂气候温暖湿润。
Jul–Aug is very hot.	7 月至 8 月气候非常炎热。
Peak travel is Feb–Jul.	2 月至 7 月是旅游高峰期。
The snowy ski season is Dec–Mar.	12 月至 3 月是多雪的滑雪季节。
Dec–Feb is rainy.	12 月至 2 月多雨。
Mar–May is peak travel.	3 月至 5 月是旅游高峰期。
The weather is typically mild, becoming warmest and driest Jun–Sep. Jun can be foggy.	通常气候温和，6 月至 9 月最为温暖干燥。6 月可能会多雾。
West Palm Beach has a tropical, sunny climate.	西棕榈滩属阳光明媚的热带气候。
The weather is warm and dry May–Oct, peak travel time.	5 月至 10 月气候温暖干燥，是旅游高峰期。
Dec–Mar is cool to cold.	12 月至 3 月气温会在凉爽到寒冷之间徘徊。
Both are peak travel periods.	这两个季节都是旅游高峰期。
May–Sep is hot and humid.	5 月至 9 月气候炎热湿润。
Temperatures are generally warm May–Aug, peak travel time.	5 月至 8 月通常气候温暖，是旅游高峰期。
Dec–Apr is very cold.	12 月至 4 月气候非常寒冷。
May–Aug is warm, with occasional rainstorms.	5 月至 8 月气候温暖，偶尔会有暴风雨。
The climate varies by region.	气候因地区而异。
Thunderstorms, tornadoes and hurricanes can occur in certain areas at different times.	雷暴、龙卷风和飓风可能会在不同时间侵袭某些地区。
Peak travel is Mar–Aug.	3 月至 8 月是旅游高峰期。
Nov–Apr is cool and rainy.	11 月至 4 月凉爽多雨。
Peak travel is Dec–Jan, Mar–May and Jul.	12 月至 1 月、3 月至 5 月以及 7 月是旅游高峰期。
May–Sep is peak travel time.	5 月至 9 月是旅游高峰期。
Nottingham is often rainy.	诺丁汉经常下雨。
Nov–Dec is cool.	11 月至 12 月气候凉爽。
May–Aug is mild to warm.	5 月至 8 月气温会在温和到温暖之间徘徊。
May–Aug is peak travel.	5 月至 8 月是旅游高峰期。
Peak travel times are Mar and Nov–Dec.	3 月以及 11 月至 12 月是旅游高峰期。
May–Dec is peak travel.	5 月至 12 月是旅游高峰期。
Jun–Oct is peak travel.	6 月至 10 月是旅游高峰期。
May–Sep is warm.	5 月至 9 月气候温暖。
Dec–Apr is peak travel.	12 月至 4 月是旅游高峰期。
Dec–Mar is warm and peak travel time.	12 月至 3 月气候温暖，是旅游高峰期。
The hot and humid rainy season is May–Nov, with the heaviest rains in Sep.	5 月至 11 月是炎热湿润的雨季，最强降雨出现在 9 月。
Rainy season is Sep–Dec.	9 月至 12 月是雨季。
Nov–Feb is warm, dry and peak travel.	11 月至 2 月气候温暖干燥，是旅游高峰期。
Temperatures rise Mar–May, with a rainy season May–Nov.	3 月至 5 月气温会上升，5 月至 11 月是雨季。
Jul–Aug and Dec–Feb are drier.	7 月至 8 月以及 12 月至 2 月较为干燥。
Temperatures vary by region but are typically warm.	气温因地区而异，但通常非常温暖。
May–Oct is peak travel.	5 月至 10 月是旅游高峰期。
Jul–Sep has warm days.	7 月至 9 月白天气候温暖。
May–Nov is peak travel.	5 月至 11 月是旅游高峰期。
The climate ranges from temperate to alpine.	气候变化多样，有温带气候、高山气候，等等。
The climate ranges from temperate in the south to subarctic in the north.	气候变化多样，南部地区属温带气候，北部地区属亚北极气候。
Peak travel is Jul–Aug and Dec–Jan.	7 月至 8 月以及 12 月至 1 月是旅游高峰期。
Feb–Mar is another popular time to visit.	2 月至 3 月是另一个旅游旺季。
Nights are cool Dec–Apr. The climate is dry, but the northeast is cooler and wetter.	12 月至 4 月夜间凉爽。气候干燥，但东北部地区较为凉爽潮湿。
Mar–Jun is warm, dry and peak travel.	3 月至 6 月气候温暖干燥，是旅游高峰期。
Palma has a sunny Mediterranean climate.	帕尔马属阳光明媚的地中海气候。
Jun–Jul is hot.	6 月至 7 月气候炎热。
Dec–Mar is peak travel at the southern beaches.	12 月至 3 月是南部海滩的旅游高峰期。
Nov–Feb is hot, balmy and often rainy.	11 月至 2 月气候炎热、空气清爽，并且经常下雨。
May–Sep is dry.	5 月至 9 月气候干燥。
Port Elizabeth has a subtropical climate with abundant sunshine.	伊丽莎白港属亚热带气候，阳光充足。
Peak travel is Mar–May and Nov–Dec.	3 月至 5 月以及 11 月至 12 月是旅游高峰期。
May–Oct is dry season.	5 月至 10 月是旱季。
Nov–Jun is the dry, warm season.	11 月至 6 月气候干燥温暖。
Jul–Oct is the hot, rainy wet season.	7 月至 10 月是炎热多雨的雨季。
The desertlike climate means temperatures are extremely high May–Sep. The weather is warm Nov–Mar.	气候如同沙漠一般，5 月至 9 月气温极高。11 月至 3 月气候温暖。
May–Sep is extremely hot and rarely rainy.	5 月至 9 月极其炎热，很少下雨。
Nov–Mar is warm.	11 月至 3 月气候温暖。
Claimate varies by region.	气候因地区而异。
May–Sep is extremely hot with almost no rain.	5 月至 9 月极其炎热，几乎不下雨。
Jan–Apr are the driest months.	1 月至 4 月是最为干燥的月份。
Jul–Aug is hot, sunny and dry.	7 月至 8 月气候炎热干燥，阳光明媚。
Wrocław is warmer than much of Poland.	弗罗茨瓦夫的气候比波兰很多地区都要温暖。
Rainfall is highest May–Oct. Dec–May is peak travel time.	5 月至 10 月降雨量最高。12 月至 5 月是旅游高峰期。
Dry season is Nov–Apr.	11 月至 4 月是旱季。
Rainy season is May–Oct.	5 月至 10 月是雨季。
Machu Picchu has a highland climate, with warm days and cool nights.	马丘比丘属高地气候，昼暖夜凉。
Dec–Mar is rainy.	12 月至 3 月多雨。
Dec–Apr is wet in some areas.	有些地区 12 月至 4 月气候潮湿。
Nov–Mar is rainy.	11 月至 3 月多雨。
Climate varies by region, from tropical to arid.	气候因地区而异，有热带气候、干旱气候，等等。
May–Nov often has low, dense cloud cover.	5 月至 11 月经常是低云密布。
Nov–Apr is warm, with occasional rain.	11 月至 4 月气候温暖，偶尔会下雨。
Jun–Sep is rainy in the south.	南部地区 6 月至 9 月多雨。
Dec–Apr is driest and peak travel time.	12 月至 4 月最为干燥，是旅游高峰期。
Nov–Apr is warm, with occasional heavy rains.	11 月至 4 月气候温暖，偶而会下暴雨。
May–Nov is rainy, especially on the Caribbean coast.	5 月至 11 月多雨，尤其是在加勒比海沿岸地区。
May–Aug is hot in Muscat and the interior.	马斯喀特和内陆地区 5 月至 8 月气候炎热。
In Lagos and Cross River National Park, rainstorms are frequent May–Oct.	在拉各斯和克里斯河国家公园，5 月至 10 月经常会有暴风雨。
Nov–Mar is cool.	11 月至 3 月气候凉爽。
May–Oct is rainy.	5 月至 10 月多雨。
Rainy season is Mar–Oct, with rainfall peaking Jun–Jul.	3 月至 10 月是雨季，6 月至 7 月是降雨高峰期。
May–Oct is cool.	5 月至 10 月气候凉爽。
Nov–Apr is warm.	11 月至 4 月气候温暖。
The warmer months of Dec–Apr are peak travel.	12 月至 4 月较为温暖，是旅游高峰期。
The climate is sunny, dry and often windy.	气候干燥，阳光明媚，并且经常刮风。
May–Oct is the humid monsoon season.	5 月至 10 月是湿润的季风季节。
The rainy season is May–Oct.	5 月至 10 月是雨季。
Feb–Apr is hot.	2 月至 4 月气候炎热。
Monsoon rains peak Jun–Sep. Peak travel is Dec–May.	6 月至 9 月是季风降雨高峰期。12 月至 5 月是旅游高峰期。
Nov–May is the dry season.	11 月至 5 月是旱季。
Wet season is Jun–Sep.	6 月至 9 月是雨季。
Popular travel periods include Dec–Jan, Apr and Jul–Aug.	12 月至 1 月、4 月以及 7 月至 8 月是旅游旺季。
Nov–Feb is cooler.	11 月至 2 月较为凉爽。
Jun–Sep is warm and rainy, with regular thunderstorms.	6 月至 9 月气候温暖多雨，经常会有雷暴。
Dec–Apr is warm, dry and peak travel time.	12 月至 4 月气候温暖干燥，是旅游高峰期。
Jun–Sep is mild and rainy.	6 月至 9 月气候温和多雨。
Rain is common Jun–Sep.	6 月至 9 月经常下雨。
Generally, Dec–Apr is warm and dry and Jun–Oct is hot and rainy.	一般来说，12 月至 4 月气候温暖干燥，6 月至 10 月气候炎热多雨。
Feb–Mar and May–Jun are common times to visit, but Dec is the most popular.	2 月至 3 月以及 5 月至 6 月是旅游旺季，但旅游高峰期是在 12 月。
Peak travel is Dec–Feb and Jun–Sep.	12 月至 2 月以及 6 月至 9 月是旅游高峰期。
A rainy monsoon season varies by region.	多雨的季风季节因地区而异。
The rainy monsoon season peaks May–Sep. Dry season is Nov–Mar.	5 月至 9 月是多雨的季风季节高峰期。11 月至 3 月是旱季。
The north can be cold Nov–Feb.	北部地区 11 月至 2 月可能会寒冷。
Kenya is warm and temperate.	肯尼亚属温暖的温带气候。
Nairobi is warm and temperate.	内罗毕属温暖的温带气候。
Higher altitudes are snowy, cloudy and freezing.	海拔较高的地区多雪、多云，并且气温在零度以下。
The climate is generally mild.	通常气候温和。
Popular travel times are Mar–May, Aug and Nov–Dec.	3 月至 5 月、 8 月以及 11 月至 12 月是旅游高峰期。
Tokyo has a humid subtropical climate.	东京属湿润的亚热带气候。
The north is cold and snowy Dec–Feb.	北部地区 12 月至 2 月气候寒冷多雪。
Peak travel is Dec–May.	12 月至 5 月是旅游高峰期。
Nov–Mar is mild.	11 月至 3 月气候温和。
Palermo has a sunny Mediterranean climate.	巴勒莫属阳光明媚的地中海气候。
Nov–Mar brings flooding that covers some areas with ankle-deep water.	11 月至 3 月会爆发洪灾，有些地区水深会没过脚踝。
May–Aug is warmest and peak travel time.	5 月至 8 月最为温暖，是旅游高峰期。
May–Sep is very dry and extremely hot in most areas.	大部分地区 5 月至 9 月气候非常干燥，并且极其炎热。
May–Sep is the least rainy period.	5 月至 9 月降雨最少。
Although it varies by region, Jun–Oct is generally dry.	尽管气候因地区而异，但 6 月至 10 月通常非常干燥。
Dry season is Jun–Oct. Rain and storms are common Nov–Apr.	6 月至 10 月是旱季。11 月至 4 月经常下雨和刮风暴。
Dec–Apr has monsoon rains.	12 月至 4 月会有季风降雨。
The humid wet season is Jun–Aug, with heavy monsoon rains.	6 月至 8 月是湿润的雨季，会有强季风降雨。
The rainy monsoon season is Jun–Sep.	6 月至 9 月是多雨的季风季节。
Rajasthan has a semi-arid to arid climate.	拉贾斯坦邦属半干旱到干旱过渡型气候。
Jul–Sep is the rainy monsoon season.	7 月至 9 月是多雨的季风季节。
Monsoon rains in Jun–Aug can be heavy.	6 月至 8 月可能会有强季风降雨。
The wet monsoon season is Jun–Sep.	6 月至 9 月是潮湿的季风季节。
Dec–Jan is cool.	12 月至 1 月气候凉爽。
May–Aug is mild to warm by day.	5 月至 8 月白天气温会在温和到温暖之间徘徊。
Jun–Oct is monsoon season.	6 月至 10 月是季风季节。
Nov–Mar is dry, with mild days and cool nights.	11 月至 3 月气候干燥，昼温夜凉。
Jan–Apr is driest. Monsoon season is May–Sep.	1 月至 4 月最为干燥。5 月至 9 月是季风季节。
Mar–Jun is hot, and monsoon season follows.	3 月至 6 月气候炎热，紧接着是季风季节。
Nov–Mar has warm days and cool nights.	11 月至 3 月昼暖夜凉。
Jul–Aug is monsoon season.	7 月至 8 月是季风季节。
Mar–May is hot.	3 月至 5 月气候炎热。
Mar–Jun can be extremely hot and humid.	3 月至 6 月可能会极其炎热湿润。
The wet monsoon period is Jul–Sep.	7 月至 9 月是潮湿的季风期。
May–Oct is wet, with heavy monsoon rains Jun–Aug.	5 月至 10 月气候潮湿，6 月至 8 月会有强季风降雨。
Dec–Apr is very dry and peak travel time.	12 月至 4 月非常干燥，是旅游高峰期。
Heavy monsoon rains occur Jun–Sep.	6 月至 9 月会有强季风降雨。
Mar–May is very hot.	3 月至 5 月气候非常炎热。
The driest time is Jan–Mar.	1 月至 3 月是最为干燥的时期。
Nov–Mar is dry and mild.	11 月至 3 月气候干燥温和。
May–Nov is the rainy monsoon season.	5 月至 11 月是多雨的季风季节。
Peak travel times are Dec–Jan and May–Jun.	12 月至 1 月以及 5 月至 6 月是旅游高峰期。
Jun–Oct is the humid, rainy monsoon season.	6 月至 10 月是湿润多雨的季风季节。
Dec–Apr is dry and cool.	12 月至 4 月气候干燥凉爽。
Mar–Jun is very hot.	3 月至 6 月气候非常炎热。
Mar–May is hot and humid.	3 月至 5 月气候炎热湿润。
Jul–Aug has monsoon rains.	7 月至 8 月会有季风降雨。
May–Jul and Dec are peak travel.	5 月至 7 月以及 12 月是旅游高峰期。
Jan–Jun is the dry season.	1 月至 6 月是旱季。
Dec–Mar is generally dry.	12 月至 3 月通常气候干燥。
Dec–Feb is driest.	12 月至 2 月最为干燥。
Jun–Sep is the rainy monsoon season.	6 月至 9 月是多雨的季风季节。
Kochi has a humid tropical climate.	高知属湿润的热带气候。
Torrential monsoon rains are typical Jun–Sep.	6 月至 9 月经常会有季风暴雨。
Chennai has a hot and humid climate.	金奈气候炎热湿润。
Dec–Feb is warm by day and cool at night.	12 月至 2 月昼暖夜凉。
Days are typically warm, and evenings are mild to cool.	白天通常气候温暖，夜间气温会在温和到凉爽之间徘徊。
Peak travel is Jun–Aug and Dec.	6 月至 8 月以及 12 月是旅游高峰期。
Nov–Feb is dry, with warm days and mild evenings.	11 月至 2 月气候干燥，夜温昼暖。
May–Oct is hot, humid and rainy.	5 月至 10 月气候炎热、湿润、多雨。
Dec–Jan is dry, with warm days and mild evenings.	12 月至 1 月气候干燥，夜温昼暖。
Jun–Sep is the wet monsoon season.	6 月至 9 月是潮湿的季风季节。
Mumbai is usually hot and humid.	孟买气候通常炎热湿润。
Jan–Mar is cold and sometimes snowy.	1 月至 3 月气候寒冷，有时多雪。
Wet season is May–Oct.	5 月至 10 月是雨季。
Dec–Jun is dry.	12 月至 6 月气候干燥。
Rhodes has a sunny Mediterranean climate.	罗得斯属阳光明媚的地中海气候。
Weather ranges from tropical in the lowlands to temperate in the highlands.	气候变化多样，低海拔地区属热带气候，高海拔地区属温带气候。
Nov–Apr is mild.	11 月至 4 月气候温和。
Coastal areas are humid, while the north is savannalike.	沿海地区气候湿润，北部地区则类似于稀树草原气候。
Nov–Apr is mild to cool.	11 月至 4 月气温会在温和到凉爽之间徘徊。
Nov–Mar is cold.	11 月至 3 月气候寒冷。
Popular travel times are May–Dec.	5 月至 12 月是旅游旺季。
Mar–May and Sep–Oct are milder.	3 月至 5 月以及 9 月至 10 月气候较为温和。
May–Oct is warm and a popular time to visit.	5 月至 10 月气候温暖，是旅游旺季。
Peak travel season is May–Sep.	5 月至 9 月是旅游高峰期。
The typically Mediterranean weather is hot and dry May–Sep, when most visitors arrive.	属典型的地中海气候，5 月至 9 月炎热干燥，是旅游高峰期。
Other months are mild.	其他月份气候温和。
Most areas are temperate.	大部分地区属温带气候。
May–Aug is mild and peak travel time in southern and central Finland.	芬兰南部和中部地区 5 月至 8 月气候温和，是旅游高峰期。
Nov–Mar is cold and snowy.	11 月至 3 月气候寒冷多雪。
Fiji has a humid tropical climate.	斐济属湿润的热带气候。
Most of the country is subarctic.	整个国家的大部分地区属亚北极气候。
May–Aug is mild and peak travel period.	5 月至 8 月气候温和，是旅游高峰期。
Jun–Sep is rainy in most areas.	大部分地区 6 月至 9 月多雨。
The climate ranges from mild in the highlands to very hot in the desert lowlands.	气候变化多样，高海拔地区气候温和，低海拔沙漠地区非常炎热。
Tallinn has a seasonal climate.	塔林属季节性气候。
Temperatures soar May–Sep. Dec–Apr is warm, dry and peak travel time.	5 月至 9 月气温会飙升。12 月至 4 月气候温暖干燥，是旅游高峰期。
Nov–Mar is dry and warm.	11 月至 3 月气候干燥温暖。
Jun–Sep is very hot.	6 月至 9 月气候非常炎热。
Nov–Apr is mild, with most rain occuring Dec–Jan.	11 月至 4 月气候温和，降雨大多集中在 12 月至 1 月。
Peak travel is Jul–Aug.	7 月至 8 月是旅游高峰期。
May–Sep can be scorching hot and humid.	5 月至 9 月可能会酷热难耐，并且湿润。
The desert climate is hot with almost no rain.	沙漠气候炎热，几乎不下雨。
Jun–Aug is peak travel.	6 月至 8 月是旅游高峰期。
Dec–May is cooler and drier.	12 月至 5 月较为凉爽干燥。
Jun–Nov is dry season, with highland mists.	6 月至 11 月是旱季，高海拔地区会有雾霭笼罩。
Denmark has mild to warm weather May–Aug, the peak travel season.	丹麦 5 月至 8 月气温会在温和到温暖之间徘徊，是旅游高峰期。
Cyprus has a Mediterranean to subtropical climate.	塞浦路斯属地中海向亚热带过渡型气候。
Dec–Apr is warm and dry.	12 月至 4 月气候温暖干燥。
May–Sep is warm during the day, mild in the evening.	5 月至 9 月夜温昼暖。
The coast has a Mediterranean climate.	沿海地区属地中海气候。
Costa Rica is tropical, with several location-based microclimates.	哥斯达黎加属热带气候，其中有些因地而异的微气候。
Rainy season varies by region.	雨季因地区而异。
Mar–May and Sep–Nov are the wettest times.	3 月至 5 月以及 9 月至 11 月是最为潮湿的时期。
Dec–Apr is driest, making it peak travel time.	12 月至 4 月最为干燥，是旅游高峰期。
Rainfall peaks Sep–Oct.	9 月至 10 月是降雨高峰期。
Peak travel is Dec–Apr.	12 月至 4 月是旅游高峰期。
May–Oct is the rainy monsoon season in the south.	南部地区 5 月至 10 月是多雨的季风季节。
Typhoon season is Jul–Sep.	7 月至 9 月是台风季节。
The coast is milder.	沿海地区气候较为温和。
The north is very dry and hot.	北部地区气候非常炎热干燥，
Southern Chile and Patagonia are cold Jun–Sep.	智利南部和巴塔哥尼亚 6 月至 9 月气候寒冷。
Grand Cayman has a tropical climate.	大开曼岛属热带气候。
The northernmost part is sub-arctic.	最北部属亚北极气候。
Whistler is often rainy.	惠斯勒经常下雨。
Peak trvel times are May–Aug and Dec.	5 月至 8 月以及 12 月是旅游高峰期。
Jun–Aug is warmest and peak travel.	6 月至 8 月最为温暖，是旅游高峰期。
Jun–Sep is the warmest time.	6 月至 9 月是最为温暖的时期。
Jun–Sep is warm and humid.	6 月至 9 月气候温暖湿润。
Rainy season is Jun–Oct.	6 月至 10 月是雨季。
Hurricane season is Jul–Nov.	7 月至 11 月是飓风季节。
High altitudes are cold, lowlands are warmer.	高海拔地区气候寒冷，低海拔地区较为温暖。
Rainy season is Nov–Apr.	11 月至 4 月是雨季。
In the subtropical south, Mar–Nov is dry season and Dec–Feb is wet season.	南部地区属亚热带气候，3 月至 11 月是旱季，12 月至 2 月是雨季。
Belize has a humid subtropical climate.	伯利兹属湿润的亚热带气候。
Bhutan ranges from subtropical in the south to cold in the mountainous north.	不丹气候变化多样，南部地区属亚热带气候，北部山区气候寒冷。
Hurricane season is Jun–Oct, but serious tropical storms are rare.	6 月至 10 月是飓风季节，但很少会有强热带风暴。
Jun–Aug and Dec are peak travel time.	6 月至 8 月以及 12 月是旅游高峰期。
Jun–Oct is cooler and drier.	6 月至 10 月较为凉爽干燥。
Jun–Sep is cool.	6 月至 9 月气候凉爽。
Margaret River has a Mediterranean climate.	玛格丽特河属地中海气候。
The weather is hot and rainy Nov–Mar, with thunderstorms and occasional hail.	11 月至 3 月气候炎热多雨，会有雷暴，并且偶尔会有冰雹。
Nov–Mar is often hot and rainy with occasional thunderstorms.	11 月至 3 月通常炎热多雨，偶尔会有雷暴。
However, tropical cyclones are possible Jan–Mar.	不过，1 月至 3 月可能会有热带气旋。
The wet monsoon season is Nov–Apr.	11 月至 4 月是潮湿的季风季节。
Rainy season is Nov–May, with tropical cyclones possible Jan–Mar.	11 月至 5 月是雨季，1 月至 3 月可能会有热带气旋。
The Gold Coast is famed for year-round sunshine and warm weather.	黄金海岸因终年阳光明媚、气候温暖而闻名。
The climate is temperate but quite variable.	属温带气候，但变化很大。
The climate is warm and dry May–Sep, peak time for visitors.	5 月至 9 月气候温暖干燥，是旅游高峰期。
After you have removed unwanted programs from your computer, reset your browser settings.	从计算机中移除恶意程序后，请重置浏览器设置。
At the bottom of your Mac computer, open Finder.	在 Mac 计算机上，打开屏幕底部的 Finder。
You have to remove these programs before you can get your settings back to normal.	您必须先移除这些程序，才能让浏览器设置恢复正常。
Pop-up ads that won’t go away	持续显示弹出广告
Here are some common programs that are known to change your search settings.	以下是部分已知会更改您搜索设置的常见程序。
More sellers and prices	更多卖家和价格
Watch this video to learn more.	观看此视频了解详情。
Use your camera to record and share your own	使用您的相机录制并分享您的专属 GIF
Is your website correct?	贵商家的网站正确吗？
Is your address correct?	贵商家的地址正确吗？
Are your hours correct?	贵商家的营业时间正确吗？
Starting grid will be available soon	发车排位很快就会出炉
By having unprotected vaginal, anal, or oral sex.	通过无预防措施的阴交、肛交或口交传播。
By animal or insect bites or stings.	通过动物或昆虫蛰咬传染。
Light breeze from northwest	来自西北方的轻风
Gale-force wind from north	来自北方的烈风
Light air from south	来自南方的软风
Light air from southeast	来自东南方的软风
Light breeze from southwest	来自西南方的轻风
Gale-force wind from northeast	来自东北方的烈风
Gale-force wind from south	来自南方的烈风
Fresh breeze from northwest	来自西北方的清风
Gale-force wind from southwest	来自西南方的烈风
Light air from northeast	来自东北方的软风
Fresh breeze from southwest	来自西南方的清风
Fresh breeze from north	来自北方的清风
Light breeze from south	来自南方的轻风
Fresh breeze from south	来自南方的清风
Light breeze from southeast	来自东南方的轻风
Fresh breeze from northeast	来自东北方的清风
Fresh breeze from southeast	来自东南方的清风
Light air from northwest	来自西北方的软风
Light breeze from north	来自北方的轻风
Gale-force wind from northwest	来自西北方的烈风
Gale-force wind from southeast	来自东南方的烈风
In Remembrance of His Majesty King Bhumibol Adulyadej	怀念泰国国王普密蓬·阿杜德陛下
Light breeze from northeast	来自东北方的轻风
Light air from north	来自北方的软风
Light air from southwest	来自西南方的软风
Some types preventable by vaccine	部分类型可通过接种疫苗预防
Here’s how to find items you’ve saved from Google search results.	您可以通过下列步骤查找您通过 Google 搜索结果保存的内容。
See or remove your saved items	查看或移除已保存的内容
Here’s how to save items:	保存内容的具体操作步骤如下：
What you can save depends on how you use Google.	能够保存的内容取决于您使用 Google 的方式。
On your iPhone and iPad, you can save images, places, and itineraries.	在您的 iPhone 和 iPad 上，您可以保存图片、地点和行程。
Use Gboard with one hand!	单手使用 Gboard！
Can't find what you are looking for?	找不到您要找的地点吗？
Tap a description to suggest whether it applies to this place	点按下列适合用来描述此地点的项
Choose how to describe this place	请选择如何描述这个地方
To turn this feature on or off:	要开启或关闭此功能，请按下列步骤操作：
Tap to copy and send	点按即可复制并发送
Sign in to save jobs that interest you	登录即可保存感兴趣的招聘信息
Account, privacy, and search	帐号、隐私和搜索
Facts and quick answers	事实与快速解答
Calendar, alarms, reminders and information	日历、闹钟、提醒和信息
Repeat a few times.	重复几次以上操作。
Say or type the voice action.	说出或输入语音操作。
Google learns some of your preferred apps	Google 会记住您的某些首选应用
Follow the steps below for what you want to do.	按照以下步骤完成所需操作。
You’ll see information you can use to cite the book.	您会看到引用该图书时可使用的信息。
You can download some books and magazines for free to read later or print.	您可以免费下载一些图书和杂志，以便日后阅读或打印。
Download, cite, or translate a book	下载、引用或翻译图书内容
To what email address should this link?	此链接应转到哪个电子邮件地址？
Is this listing spam?	此商家信息是垃圾信息吗？
A user reported that your listing is a duplicate	有用户报告贵商家的商家信息重复
A user marked your business as spam	有用户将贵商家的信息标记为垃圾信息
A user reported that your business moved	有用户报告贵商家已搬迁
Is this your new phone number?	这是贵商家的新电话号码吗？
Is this your new website?	这是贵商家的新网站吗？
Is this your new address?	这是贵商家的新地址吗？
Vladimir Dal’s 216th Birthday	弗拉基米尔·达尔诞辰 216 周年
Valdemar Poulsen’s 148th Birthday	瓦尔德马·波尔森诞辰 148 周年
Sitara Devi’s 97th birthday	西塔拉·戴维诞辰 97 周年
Sor Juana Inés de la Cruz’s 366th birthday	索尔·胡安娜·伊内斯·德·拉·克鲁斯诞辰 366 周年
Rachel de Queiroz’s 107th Birthday	雷切尔·德·奎罗斯诞辰 107 周年
Nellie Campobello’s 117th birthday	内莉·坎波贝洛诞辰 117 周年
Nain Singh Rawat’s 187th birthday	奈恩·辛格·拉瓦特诞辰 187 周年
Pedro Infante’s 100th Birthday	佩德罗·因凡特诞辰 100 周年
Meret Oppenheim’s 104th birthday	梅拉·奥本海姆诞辰 104 周年
Françoise Dolto’s 109th Birthday	弗朗索瓦兹·多尔多诞辰 109 周年
Lachhu Maharaj’s 110th birthday	拉祜·马哈拉杰诞辰 110 周年
José Clemente Orozco’s 134th birthday	何塞·克莱门特·奥罗斯科诞辰 134 周年
Gertrude Jekyll’s 174th birthday	葛楚德·杰克尔诞辰 174 周年
Chinua Achebe’s 87th Birthday	奇努阿·阿切贝诞辰 87 周年
Cornelia Sorabji’s 151st birthday	科妮莉亚·索拉布吉诞辰 151 周年
131st Anniversary of the Hole Puncher	打孔机问世 131 周年
You can delete categories that you created.	您可以删除创建的类别。
On the left, click a category.	在左侧点击您要设为公开的类型。
Choose a category you want to delete.	选择您想要删除的类别。
Share books in your library	分享书架中的图书
You can collect books and magazines in a personal library on Google Books.	您可以在 Google 图书上的个人书架中收集图书和杂志。
Choose the category where the book is.	选择图书所属的类别。
Remove books from your library	从书架中移除图书
Add books to your library	将图书添加到书架
Enter the ISBNs or ISSNs of the books or magazines you want to add.	输入要添加的图书或杂志的 ISBN 或 ISSN。
Add, organize, or share books	添加、整理或分享图书
Monitor the web for interesting new content	随时跟踪网上是否有您感兴趣的新内容
Monitor the Web for interesting new content	关注网上是否有您感兴趣的新鲜内容
Google Alerts - Monitor the Web for interesting new content	Google 快讯 - 监视网络上是否有令人感兴趣的新内容
How can we help you?	我们能为您提供什么帮助？
Copy or share a link, re-open a link in your browser, and more	复制或分享链接、在您的浏览器中重新打开链接，以及执行其他操作
Signed-out search activity is off	不存储未登录帐号时进行的搜索活动
Signed-out search activity is on	存储未登录帐号时进行的搜索活动
View and manage your cloud messaging configurations	查看和管理您的云消息传递配置
We’ll analyze your feedback but we don’t automatically remove reported predictions.	我们会分析您的反馈，但不会自动移除所举报的联想查询。
Other than Trending stories, you can’t turn off search predictions.	您可以关闭热搜报道，但无法停用联想查询功能。
You can always choose not to use search predictions.	您始终可以选择不使用系统所提供的联想查询。
Note: Search predictions aren’t the answer to your search.	注意：联想查询并不是针对您的搜索查询提供的答案，
When you choose a prediction, you do a search using the term you selected.	当您选择某条联想查询时，系统即会使用您选择的字词来执行搜索。
The terms you’re typing.	您正在输入的字词。
More parties and leaders	更多政党和领袖
View and manage partner device information on Android Partner Front-End	在 Android Partner Front-End 上查看和管理合作伙伴设备信息
Please enter a valid email address.	请输入有效的电子邮件地址。
More about this show	更多关于这个节目的信息
From your Google Account	来自您的 Google 帐号
More world market news	更多全球市场资讯
Make it easier for customers to order for pickup or delivery	方便客户下达店内取餐或外卖订单
Let customers make reservations directly	让客户直接预订
Have a link for online orders?	您有用于在线下单的链接吗？
Have a link for online reservations?	您有用于在线预订的链接吗？
Done with this card	关闭此卡片
If that doesn’t work, try restarting your phone.	如果这样无法解决问题，请尝试重新启动您的手机。
Type in multiple languages	以多种语言输入内容
Send emojis, GIFs, and stickers	发送表情符号、GIF 和贴纸
Search and send emojis and GIFs	搜索并发送表情符号和 GIF
Make Gboard your main keyboard	将 Gboard 设为您的主键盘
More destinations on Google Flights	Google 机票搜索上的更多目的地
Gboard switches to another keyboard	Gboard 切换到另一个键盘
A title and link to the page will be entered in the message field.	系统将在消息字段中输入网页的标题和链接。
In the Search bar, start typing search terms.	在搜索栏中，开始输入搜索字词。
Then, you can share your search result cards.	然后，您可以分享自己的搜索结果卡片。
You can search for things like a flight number or videos.	您可以搜索航班号或视频等内容。
With Gboard, you can search as you normally would with Google.	使用 Gboard，您可以像往常一样在 Google 上搜索。
While in an app, tap the message field.	在某个应用中，点按消息字段。
Download and set up Gboard	下载和设置 Gboard
Share your thoughts and where you are	告知您的想法和所在的位置
Allow Gboard to access your contacts to enable contact sharing.	允许 Gboard 访问您的通讯录以启用联系人分享功能。
You can change this in Gboard settings.	您可以在 Gboard 设置中更改此设置。
Reviewed claims by this publisher	此发布商已经过审核的声明
Send a message to this business. This business typically responds in a few weeks.	向该商家发送消息。该商家通常会在几周内回复。
